year,country,city,stage,home_team,away_team,home_score,away_score,outcome,win_conditions,winning_team,losing_team,date,month,dayofweek
1982,12,34,5,33,24,0.5,0.1,2,no win conditions,26,27,1982-06-15,1,5
1982,12,61,3,52,10,0.0,0.0,1,no win conditions,17,22,1982-06-15,1,5
1982,12,87,8,59,45,0.5,0.2,2,no win conditions,48,49,1982-06-15,1,5
1982,12,9,6,25,27,0.3,0.1,2,no win conditions,20,30,1982-06-16,1,6
1982,12,44,4,78,0,0.1,0.2,0,no win conditions,0,83,1982-06-16,1,6
1982,12,148,7,67,32,0.1,0.1,1,no win conditions,17,22,1982-06-16,1,6
1982,12,99,4,12,4,0.0,0.1,0,no win conditions,3,12,1982-06-17,1,4
1982,12,149,6,19,41,0.1,0.1,1,no win conditions,17,22,1982-06-17,1,4
1982,12,157,7,79,48,0.0,0.0,1,no win conditions,17,22,1982-06-17,1,4
1982,12,0,5,2,33,0.4,0.1,2,no win conditions,1,36,1982-06-18,1,0
1982,12,132,8,8,59,0.4,0.1,2,no win conditions,6,63,1982-06-18,1,0
1982,12,151,3,38,52,0.1,0.1,1,no win conditions,17,22,1982-06-18,1,0
1982,12,34,5,5,24,0.1,0.0,2,no win conditions,4,27,1982-06-19,1,2
1982,12,61,3,53,10,0.0,0.0,1,no win conditions,17,22,1982-06-19,1,2
1982,12,87,8,66,45,0.3,0.0,2,no win conditions,55,49,1982-06-19,1,2
1982,12,9,6,25,18,0.2,0.0,2,no win conditions,20,20,1982-06-20,1,3
1982,12,44,4,78,12,0.4,0.1,2,no win conditions,65,12,1982-06-20,1,3
1982,12,148,7,67,80,0.2,0.1,2,no win conditions,56,84,1982-06-20,1,3
1982,12,99,4,0,4,0.0,0.2,0,no win conditions,3,0,1982-06-21,1,1
1982,12,149,6,27,41,0.4,0.1,2,no win conditions,22,45,1982-06-21,1,1
1982,12,157,7,32,48,0.1,0.1,1,no win conditions,17,22,1982-06-21,1,1
1982,12,34,5,5,33,0.1,0.1,1,no win conditions,17,22,1982-06-22,1,5
1982,12,61,3,53,52,0.5,0.1,2,no win conditions,41,56,1982-06-22,1,5
1982,12,87,8,66,59,0.2,0.2,1,no win conditions,17,22,1982-06-22,1,5
1982,12,0,5,2,24,0.2,0.0,2,no win conditions,1,27,1982-06-23,1,6
1982,12,132,8,8,45,0.4,0.0,2,no win conditions,6,49,1982-06-23,1,6
1982,12,151,3,38,10,0.1,0.1,1,no win conditions,17,22,1982-06-23,1,6
1982,12,99,4,0,12,0.3,0.2,2,no win conditions,0,12,1982-06-24,1,4
1982,12,149,6,27,18,0.1,0.1,1,no win conditions,17,22,1982-06-24,1,4
1982,12,157,7,32,80,0.0,0.1,0,no win conditions,66,35,1982-06-24,1,4
1982,12,9,6,25,41,0.1,0.0,2,no win conditions,20,45,1982-06-25,1,0
1982,12,44,4,78,4,0.1,0.0,2,no win conditions,65,4,1982-06-25,1,0
1982,12,148,7,67,48,0.0,0.1,0,no win conditions,37,71,1982-06-25,1,0
1982,12,72,12,4,27,0.0,0.1,0,no win conditions,22,4,1982-06-28,1,1
1982,12,3,9,53,5,0.3,0.0,2,no win conditions,41,5,1982-06-28,1,1
1982,12,72,10,78,25,0.0,0.0,1,no win conditions,17,22,1982-06-29,1,5
1982,12,3,11,38,2,0.2,0.1,2,no win conditions,28,2,1982-06-29,1,5
1982,12,72,12,4,48,0.2,0.2,1,no win conditions,17,22,1982-07-01,0,4
1982,12,3,9,5,66,0.0,0.1,0,no win conditions,55,5,1982-07-01,0,4
1982,12,3,11,2,8,0.1,0.3,0,no win conditions,6,2,1982-07-02,0,0
1982,12,72,10,67,79,0.1,0.2,0,no win conditions,65,71,1982-07-02,0,0
1982,12,72,12,27,48,0.4,0.1,2,no win conditions,22,52,1982-07-04,0,3
1982,12,3,9,53,66,0.0,0.0,1,no win conditions,17,22,1982-07-04,0,3
1982,12,3,11,38,8,0.3,0.2,2,no win conditions,28,8,1982-07-05,0,1
1982,12,72,10,67,25,0.0,0.0,1,no win conditions,17,22,1982-07-05,0,1
1982,12,132,20,78,27,0.3,0.3,2,West Germany won in penalties (5 - 4),65,30,1982-07-08,0,4
1982,12,3,20,53,37,0.0,0.2,0,no win conditions,28,57,1982-07-08,0,4
1982,12,0,21,53,27,0.3,0.2,2,no win conditions,41,30,1982-07-10,0,2
1982,12,72,1,38,79,0.3,0.1,2,no win conditions,28,83,1982-07-11,0,3
1986,8,79,9,9,37,0.1,0.1,1,no win conditions,17,22,1986-05-31,2,2
1986,8,66,11,11,27,0.0,0.1,0,no win conditions,22,11,1986-06-01,1,3
1986,8,46,12,67,8,0.0,0.1,0,no win conditions,6,71,1986-06-01,1,3
1986,8,79,9,2,65,0.3,0.1,2,no win conditions,1,69,1986-06-02,1,1
1986,8,82,15,43,53,0.0,0.0,1,no win conditions,17,22,1986-06-02,1,1
1986,8,53,11,66,33,0.5,0.0,2,no win conditions,55,36,1986-06-02,1,1
1986,8,46,12,0,48,0.1,0.1,1,no win conditions,17,22,1986-06-03,1,5
1986,8,79,10,42,5,0.2,0.1,2,no win conditions,32,5,1986-06-03,1,5
1986,8,82,15,54,25,0.1,0.0,2,no win conditions,43,28,1986-06-03,1,5
1986,8,141,10,51,36,0.1,0.0,2,no win conditions,39,39,1986-06-04,1,6
1986,8,92,14,59,19,0.0,0.1,0,no win conditions,16,63,1986-06-04,1,6
1986,8,110,14,77,79,0.1,0.1,1,no win conditions,17,22,1986-06-04,1,6
1986,8,66,11,27,66,0.1,0.1,1,no win conditions,17,22,1986-06-05,1,4
1986,8,109,9,38,2,0.1,0.1,1,no win conditions,17,22,1986-06-05,1,4
1986,8,79,9,65,9,0.1,0.1,1,no win conditions,17,22,1986-06-05,1,4
1986,8,46,12,8,0,0.1,0.0,2,no win conditions,6,0,1986-06-06,1,0
1986,8,82,15,25,43,0.0,0.0,1,no win conditions,17,22,1986-06-06,1,0
1986,8,53,11,33,11,0.2,0.0,2,no win conditions,26,11,1986-06-06,1,0
1986,8,79,10,42,51,0.1,0.1,1,no win conditions,17,22,1986-06-07,1,2
1986,8,46,12,48,67,0.1,0.2,0,no win conditions,56,52,1986-06-07,1,2
1986,8,82,15,53,54,0.1,0.0,2,no win conditions,41,58,1986-06-07,1,2
1986,8,92,14,20,77,0.5,0.1,2,no win conditions,16,81,1986-06-08,1,3
1986,8,110,14,78,59,0.2,0.1,2,no win conditions,65,63,1986-06-08,1,3
1986,8,141,10,36,5,0.1,0.2,0,no win conditions,4,39,1986-06-08,1,3
1986,8,66,11,33,27,0.0,0.3,0,no win conditions,22,36,1986-06-09,1,1
1986,8,53,11,66,11,0.2,0.0,2,no win conditions,55,11,1986-06-09,1,1
1986,8,79,9,2,9,0.2,0.0,2,no win conditions,1,9,1986-06-10,1,5
1986,8,109,9,65,37,0.2,0.3,0,no win conditions,28,69,1986-06-10,1,5
1986,8,82,15,25,53,0.3,0.0,2,no win conditions,20,57,1986-06-11,1,6
1986,8,79,10,42,36,0.1,0.0,2,no win conditions,32,39,1986-06-11,1,6
1986,8,141,10,51,5,0.2,0.2,1,no win conditions,17,22,1986-06-11,1,6
1986,8,46,15,54,43,0.1,0.3,0,no win conditions,33,58,1986-06-11,1,6
1986,8,82,12,0,67,0.0,0.3,0,no win conditions,56,0,1986-06-12,1,4
1986,8,46,12,48,8,0.0,0.3,0,no win conditions,6,52,1986-06-12,1,4
1986,8,110,14,20,79,0.2,0.0,2,no win conditions,16,83,1986-06-13,1,0
1986,8,92,14,59,77,0.0,0.0,1,no win conditions,17,22,1986-06-13,1,0
1986,8,79,19,42,9,0.2,0.0,2,no win conditions,32,9,1986-06-15,1,3
1986,8,66,19,66,5,0.3,0.4,0,Belgium won in AET,4,70,1986-06-15,1,3
1986,8,109,19,2,77,0.1,0.0,2,no win conditions,1,81,1986-06-16,1,1
1986,8,46,19,8,53,0.4,0.0,2,no win conditions,6,57,1986-06-16,1,1
1986,8,79,19,38,27,0.0,0.2,0,no win conditions,22,41,1986-06-17,1,5
1986,8,82,19,43,79,0.0,0.1,0,no win conditions,65,47,1986-06-17,1,5
1986,8,110,19,20,67,0.1,0.5,0,no win conditions,56,21,1986-06-18,1,6
1986,8,79,19,25,51,0.3,0.0,2,no win conditions,20,55,1986-06-18,1,6
1986,8,46,18,8,27,0.1,0.1,0,France won in penalties (4 - 3),22,8,1986-06-21,1,2
1986,8,82,18,42,79,0.0,0.0,0,West Germany won in penalties (4 - 1),65,46,1986-06-21,1,2
1986,8,79,18,2,25,0.2,0.1,2,no win conditions,1,28,1986-06-22,1,3
1986,8,109,18,67,5,0.1,0.1,0,Belgium won in penalties (5 - 4),4,71,1986-06-22,1,3
1986,8,79,20,2,5,0.2,0.0,2,no win conditions,1,5,1986-06-25,1,6
1986,8,46,20,27,79,0.0,0.2,0,no win conditions,65,30,1986-06-25,1,6
1986,8,109,21,27,5,0.4,0.2,2,France won in AET,22,5,1986-06-28,1,2
1986,8,79,1,2,79,0.3,0.2,2,no win conditions,1,83,1986-06-29,1,3
1990,6,81,10,2,10,0.0,0.1,0,no win conditions,8,2,1990-06-08,1,0
1990,6,116,9,38,4,0.1,0.0,2,no win conditions,28,4,1990-06-09,1,2
1990,6,4,10,66,56,0.0,0.2,0,no win conditions,45,70,1990-06-09,1,2
1990,6,12,12,75,14,0.0,0.2,0,no win conditions,10,79,1990-06-09,1,2
1990,6,144,11,8,68,0.2,0.1,2,no win conditions,6,72,1990-06-10,1,3
1990,6,81,12,78,80,0.4,0.1,2,no win conditions,65,84,1990-06-10,1,3
1990,6,36,9,76,18,0.1,0.5,0,no win conditions,15,80,1990-06-10,1,3
1990,6,43,11,15,59,0.1,0.0,2,no win conditions,11,63,1990-06-11,1,1
1990,6,18,15,25,55,0.1,0.1,1,no win conditions,17,22,1990-06-11,1,1
1990,6,150,14,5,65,0.2,0.0,2,no win conditions,4,69,1990-06-12,1,5
1990,6,100,15,44,23,0.1,0.1,1,no win conditions,17,22,1990-06-12,1,5
1990,6,89,10,2,66,0.2,0.0,2,no win conditions,1,70,1990-06-13,1,6
1990,6,146,14,77,67,0.0,0.0,1,no win conditions,17,22,1990-06-13,1,6
1990,6,4,10,10,56,0.2,0.1,2,no win conditions,8,60,1990-06-14,1,4
1990,6,116,9,38,76,0.1,0.0,2,no win conditions,28,80,1990-06-14,1,4
1990,6,12,12,79,14,0.1,0.0,2,no win conditions,66,14,1990-06-14,1,4
1990,6,36,9,4,18,0.0,0.1,0,no win conditions,15,4,1990-06-15,1,0
1990,6,81,12,78,75,0.5,0.1,2,no win conditions,65,79,1990-06-15,1,0
1990,6,144,11,8,15,0.1,0.0,2,no win conditions,6,16,1990-06-16,1,2
1990,6,18,15,25,44,0.0,0.0,1,no win conditions,17,22,1990-06-16,1,2
1990,6,43,11,68,59,0.1,0.2,0,no win conditions,48,72,1990-06-16,1,2
1990,6,150,14,5,77,0.3,0.1,2,no win conditions,4,81,1990-06-17,1,3
1990,6,100,15,55,23,0.0,0.0,1,no win conditions,17,22,1990-06-17,1,3
1990,6,146,14,65,67,0.1,0.3,0,no win conditions,56,69,1990-06-17,1,3
1990,6,89,10,2,56,0.1,0.1,1,no win conditions,17,22,1990-06-18,1,1
1990,6,4,10,10,66,0.0,0.4,0,no win conditions,55,10,1990-06-18,1,1
1990,6,36,9,4,76,0.2,0.1,2,no win conditions,3,80,1990-06-19,1,5
1990,6,81,12,78,14,0.1,0.1,1,no win conditions,17,22,1990-06-19,1,5
1990,6,116,9,38,18,0.2,0.0,2,no win conditions,28,20,1990-06-19,1,5
1990,6,12,12,79,75,0.4,0.1,2,no win conditions,66,79,1990-06-19,1,5
1990,6,144,11,8,59,0.1,0.0,2,no win conditions,6,63,1990-06-20,1,6
1990,6,43,11,68,15,0.1,0.2,0,no win conditions,11,72,1990-06-20,1,6
1990,6,150,14,5,67,0.1,0.2,0,no win conditions,56,5,1990-06-21,1,4
1990,6,18,15,25,23,0.1,0.0,2,no win conditions,20,26,1990-06-21,1,4
1990,6,100,15,55,44,0.1,0.1,1,no win conditions,17,22,1990-06-21,1,4
1990,6,146,14,65,77,0.0,0.1,0,no win conditions,63,69,1990-06-21,1,4
1990,6,89,19,10,14,0.2,0.1,2,Cameroon won in AET,8,14,1990-06-23,1,2
1990,6,4,19,19,15,0.4,0.1,2,no win conditions,15,16,1990-06-23,1,2
1990,6,144,19,8,2,0.0,0.1,0,no win conditions,1,8,1990-06-24,1,3
1990,6,81,19,78,44,0.2,0.1,2,no win conditions,65,48,1990-06-24,1,3
1990,6,43,19,55,56,0.0,0.0,2,Republic of Ireland won in penalties (5 - 4),44,60,1990-06-25,1,1
1990,6,116,19,38,77,0.2,0.0,2,no win conditions,28,81,1990-06-25,1,1
1990,6,12,19,25,5,0.1,0.0,2,England won in AET,20,5,1990-06-26,1,5
1990,6,150,19,67,80,0.1,0.2,0,Yugoslavia won in AET,66,71,1990-06-26,1,5
1990,6,116,18,38,55,0.1,0.0,2,no win conditions,28,59,1990-06-30,1,2
1990,6,36,18,79,2,0.0,0.0,0,Argentina won in penalties (3 - 2),1,84,1990-06-30,1,2
1990,6,89,18,10,25,0.2,0.3,0,England won in AET,20,10,1990-07-01,0,3
1990,6,81,18,78,18,0.1,0.0,2,no win conditions,65,20,1990-07-01,0,3
1990,6,89,20,38,2,0.1,0.1,0,Argentina won in penalties (4 - 3),1,41,1990-07-03,0,5
1990,6,144,20,78,25,0.1,0.1,2,West Germany won in penalties (4 - 3),65,28,1990-07-04,0,6
1990,6,4,21,38,25,0.2,0.1,2,no win conditions,28,28,1990-07-07,0,2
1990,6,116,1,78,2,0.1,0.0,2,no win conditions,65,2,1990-07-08,0,3
1994,15,20,11,28,6,0.1,0.0,2,no win conditions,23,6,1994-06-17,1,0
1994,15,28,11,67,65,0.2,0.2,1,no win conditions,17,22,1994-06-17,1,0
1994,15,103,9,14,56,0.1,0.3,0,no win conditions,45,14,1994-06-18,1,2
1994,15,32,14,38,55,0.0,0.1,0,no win conditions,44,41,1994-06-18,1,2
1994,15,105,9,76,69,0.1,0.1,1,no win conditions,17,22,1994-06-18,1,2
1994,15,97,15,5,43,0.1,0.0,2,no win conditions,4,47,1994-06-19,1,3
1994,15,103,10,10,68,0.2,0.2,1,no win conditions,17,22,1994-06-19,1,3
1994,15,155,14,49,42,0.1,0.0,2,no win conditions,38,46,1994-06-19,1,3
1994,15,101,10,8,57,0.2,0.0,2,no win conditions,6,61,1994-06-20,1,1
1994,15,155,15,44,58,0.2,0.1,2,no win conditions,34,62,1994-06-20,1,1
1994,15,38,12,2,30,0.4,0.0,2,no win conditions,1,33,1994-06-21,1,5
1994,15,20,11,28,67,0.1,0.1,1,no win conditions,17,22,1994-06-21,1,5
1994,15,28,12,46,9,0.3,0.0,2,no win conditions,35,9,1994-06-21,1,5
1994,15,105,9,56,69,0.1,0.4,0,no win conditions,58,60,1994-06-22,1,6
1994,15,103,0,76,14,0.2,0.1,2,no win conditions,62,14,1994-06-22,1,6
1994,15,32,14,38,49,0.1,0.0,2,no win conditions,28,53,1994-06-23,1,4
1994,15,38,11,65,6,0.0,0.0,1,no win conditions,17,22,1994-06-23,1,4
1994,15,101,10,8,10,0.3,0.0,2,no win conditions,6,10,1994-06-24,1,0
1994,15,97,14,42,55,0.2,0.1,2,no win conditions,32,59,1994-06-24,1,0
1994,15,105,10,68,57,0.3,0.1,2,no win conditions,57,61,1994-06-24,1,0
1994,15,38,12,2,46,0.2,0.1,2,no win conditions,1,50,1994-06-25,1,2
1994,15,97,15,5,44,0.1,0.0,2,no win conditions,4,48,1994-06-25,1,2
1994,15,32,15,58,43,0.2,0.1,2,no win conditions,47,47,1994-06-25,1,2
1994,15,20,12,9,30,0.4,0.0,2,no win conditions,7,33,1994-06-26,1,3
1994,15,101,9,69,14,0.0,0.2,0,no win conditions,10,73,1994-06-26,1,3
1994,15,103,9,76,56,0.0,0.1,0,no win conditions,45,80,1994-06-26,1,3
1994,15,20,11,6,67,0.1,0.3,0,no win conditions,56,6,1994-06-27,1,1
1994,15,28,11,28,65,0.3,0.2,2,no win conditions,23,69,1994-06-27,1,1
1994,15,105,10,8,68,0.1,0.1,1,no win conditions,17,22,1994-06-28,1,5
1994,15,32,14,55,49,0.0,0.0,1,no win conditions,17,22,1994-06-28,1,5
1994,15,155,14,38,42,0.1,0.1,1,no win conditions,17,22,1994-06-28,1,5
1994,15,101,10,57,10,0.5,0.1,2,no win conditions,46,10,1994-06-28,1,5
1994,15,155,15,5,58,0.0,0.1,0,no win conditions,47,5,1994-06-29,1,6
1994,15,97,15,43,44,0.1,0.2,0,no win conditions,34,47,1994-06-29,1,6
1994,15,28,12,2,9,0.0,0.2,0,no win conditions,7,2,1994-06-30,1,4
1994,15,38,12,30,46,0.0,0.2,0,no win conditions,35,33,1994-06-30,1,4
1994,15,20,19,28,5,0.3,0.2,2,no win conditions,23,5,1994-07-02,0,2
1994,15,155,19,67,69,0.3,0.0,2,no win conditions,56,73,1994-07-02,0,2
1994,15,103,19,56,2,0.3,0.2,2,no win conditions,45,2,1994-07-03,0,3
1994,15,28,19,58,68,0.1,0.3,0,no win conditions,57,62,1994-07-03,0,3
1994,15,97,19,44,55,0.2,0.0,2,no win conditions,34,59,1994-07-04,0,1
1994,15,101,19,76,8,0.0,0.1,0,no win conditions,6,80,1994-07-04,0,1
1994,15,32,19,42,9,0.1,0.1,0,Bulgaria won in penalties (3 - 1),7,46,1994-07-05,0,5
1994,15,38,19,46,37,0.1,0.2,0,Italy won in AET,28,50,1994-07-05,0,5
1994,15,38,18,38,67,0.2,0.1,2,no win conditions,28,71,1994-07-09,0,2
1994,15,28,18,44,8,0.2,0.3,0,no win conditions,6,48,1994-07-09,0,2
1994,15,32,18,9,28,0.2,0.1,2,no win conditions,7,31,1994-07-10,0,3
1994,15,101,18,56,68,0.2,0.2,0,Sweden won in penalties (5 - 4),57,60,1994-07-10,0,3
1994,15,32,20,9,37,0.1,0.2,0,no win conditions,28,9,1994-07-13,0,6
1994,15,103,20,68,8,0.0,0.1,0,no win conditions,6,72,1994-07-13,0,6
1994,15,103,21,68,9,0.4,0.0,2,no win conditions,57,9,1994-07-16,0,2
1994,15,103,1,8,37,0.0,0.0,2,Brazil won in penalties (3 - 2),6,41,1994-07-17,0,3
1998,4,121,9,8,59,0.2,0.1,2,no win conditions,6,63,1998-06-10,1,6
1998,4,84,9,43,49,0.2,0.2,1,no win conditions,17,22,1998-06-10,1,6
1998,4,142,10,10,4,0.1,0.1,1,no win conditions,17,22,1998-06-11,1,4
1998,4,13,10,38,12,0.2,0.2,1,no win conditions,17,22,1998-06-11,1,4
1998,4,77,11,27,64,0.3,0.0,2,no win conditions,22,68,1998-06-12,1,0
1998,4,84,12,51,9,0.0,0.0,1,no win conditions,17,22,1998-06-12,1,0
1998,4,65,11,58,19,0.0,0.1,0,no win conditions,16,62,1998-06-12,1,0
1998,4,71,14,65,42,0.1,0.3,0,no win conditions,32,69,1998-06-13,1,2
1998,4,121,14,44,5,0.0,0.0,1,no win conditions,17,22,1998-06-13,1,2
1998,4,88,12,67,46,0.2,0.3,0,no win conditions,35,71,1998-06-13,1,2
1998,4,142,17,2,40,0.1,0.0,2,no win conditions,1,44,1998-06-14,1,3
1998,4,65,17,40,16,0.1,0.3,0,no win conditions,12,43,1998-06-14,1,3
1998,4,122,15,26,35,0.1,0.0,2,no win conditions,21,38,1998-06-14,1,3
1998,4,77,16,25,72,0.2,0.0,2,no win conditions,20,76,1998-06-15,1,1
1998,4,102,15,28,76,0.2,0.0,2,no win conditions,23,80,1998-06-15,1,1
1998,4,71,16,56,14,0.1,0.0,2,no win conditions,45,14,1998-06-15,1,1
1998,4,88,9,8,43,0.3,0.0,2,no win conditions,6,47,1998-06-16,1,5
1998,4,13,9,59,49,0.1,0.1,1,no win conditions,17,22,1998-06-16,1,5
1998,4,122,10,12,4,0.1,0.1,1,no win conditions,17,22,1998-06-17,1,6
1998,4,84,10,38,10,0.3,0.0,2,no win conditions,28,10,1998-06-17,1,6
1998,4,121,11,27,58,0.4,0.0,2,no win conditions,22,62,1998-06-18,1,4
1998,4,142,11,64,19,0.1,0.1,1,no win conditions,17,22,1998-06-18,1,4
1998,4,102,12,46,9,0.1,0.0,2,no win conditions,35,9,1998-06-19,1,0
1998,4,122,12,67,51,0.0,0.0,1,no win conditions,17,22,1998-06-19,1,0
1998,4,13,14,5,42,0.2,0.2,1,no win conditions,17,22,1998-06-20,1,2
1998,4,88,17,41,16,0.0,0.1,0,no win conditions,12,44,1998-06-20,1,2
1998,4,77,14,44,65,0.5,0.0,2,no win conditions,34,69,1998-06-20,1,2
1998,4,102,17,2,39,0.5,0.0,2,no win conditions,1,43,1998-06-21,1,3
1998,4,65,15,28,26,0.2,0.2,1,no win conditions,17,22,1998-06-21,1,3
1998,4,71,15,76,35,0.1,0.2,0,no win conditions,27,80,1998-06-21,1,3
1998,4,84,16,14,72,0.1,0.0,2,no win conditions,10,76,1998-06-22,1,1
1998,4,142,16,56,25,0.2,0.1,2,no win conditions,45,28,1998-06-22,1,1
1998,4,77,9,8,49,0.1,0.2,0,no win conditions,38,8,1998-06-23,1,5
1998,4,88,10,12,10,0.1,0.1,1,no win conditions,17,22,1998-06-23,1,5
1998,4,121,10,38,4,0.2,0.1,2,no win conditions,28,4,1998-06-23,1,5
1998,4,122,9,59,43,0.0,0.3,0,no win conditions,33,63,1998-06-23,1,5
1998,4,71,11,27,19,0.2,0.1,2,no win conditions,22,21,1998-06-24,1,6
1998,4,142,12,46,51,0.1,0.3,0,no win conditions,39,50,1998-06-24,1,6
1998,4,13,11,64,58,0.2,0.2,1,no win conditions,17,22,1998-06-24,1,6
1998,4,65,12,67,9,0.5,0.1,2,no win conditions,56,9,1998-06-24,1,6
1998,4,102,14,5,65,0.1,0.1,1,no win conditions,17,22,1998-06-25,1,4
1998,4,84,15,28,35,0.2,0.0,2,no win conditions,23,38,1998-06-25,1,4
1998,4,122,14,44,42,0.2,0.2,1,no win conditions,17,22,1998-06-25,1,4
1998,4,88,15,76,61,0.0,0.1,0,no win conditions,50,80,1998-06-25,1,4
1998,4,13,17,2,16,0.1,0.0,2,no win conditions,1,17,1998-06-26,1,0
1998,4,65,16,14,25,0.0,0.2,0,no win conditions,20,14,1998-06-26,1,0
1998,4,71,17,41,39,0.1,0.2,0,no win conditions,30,44,1998-06-26,1,0
1998,4,121,16,56,72,0.1,0.1,1,no win conditions,17,22,1998-06-26,1,0
1998,4,102,19,8,12,0.4,0.1,2,no win conditions,6,12,1998-06-27,1,2
1998,4,77,19,38,49,0.1,0.0,2,no win conditions,28,53,1998-06-27,1,2
1998,4,65,19,27,51,0.1,0.0,2,France won in AET,22,55,1998-06-28,1,3
1998,4,121,19,46,19,0.1,0.4,0,no win conditions,16,50,1998-06-28,1,3
1998,4,84,19,28,42,0.2,0.1,2,no win conditions,23,46,1998-06-29,1,1
1998,4,142,19,44,26,0.2,0.1,2,no win conditions,34,29,1998-06-29,1,1
1998,4,122,19,2,25,0.2,0.2,2,Argentina won in penalties (4 - 3),1,28,1998-06-30,1,5
1998,4,13,19,56,16,0.0,0.1,0,no win conditions,12,60,1998-06-30,1,5
1998,4,88,18,8,19,0.3,0.2,2,no win conditions,6,21,1998-07-03,0,0
1998,4,121,18,27,37,0.0,0.0,2,France won in penalties (4 - 3),22,41,1998-07-03,0,0
1998,4,71,18,28,16,0.0,0.3,0,no win conditions,12,31,1998-07-04,0,2
1998,4,77,18,44,2,0.2,0.1,2,no win conditions,34,2,1998-07-04,0,2
1998,4,77,20,8,44,0.1,0.1,2,Brazil won in penalties (4 - 2),6,48,1998-07-07,0,5
1998,4,121,20,27,16,0.2,0.1,2,no win conditions,22,17,1998-07-08,0,6
1998,4,102,21,44,16,0.1,0.2,0,no win conditions,12,48,1998-07-11,0,2
1998,4,121,1,27,8,0.3,0.0,2,no win conditions,22,8,1998-07-12,0,3
2002,11,131,9,27,60,0.0,0.1,0,no win conditions,49,30,2002-05-31,2,0
2002,7,128,14,28,58,0.5,0.0,2,no win conditions,23,62,2002-06-01,1,2
2002,7,93,14,55,10,0.1,0.1,1,no win conditions,17,22,2002-06-01,1,2
2002,11,147,9,77,19,0.1,0.2,0,no win conditions,16,81,2002-06-01,1,2
2002,7,58,15,2,46,0.1,0.0,2,no win conditions,1,50,2002-06-02,1,3
2002,7,123,15,25,68,0.1,0.1,1,no win conditions,17,22,2002-06-02,1,3
2002,11,17,10,51,64,0.2,0.2,1,no win conditions,17,22,2002-06-02,1,3
2002,11,47,10,67,63,0.3,0.1,2,no win conditions,56,67,2002-06-02,1,3
2002,11,147,11,8,73,0.2,0.1,2,no win conditions,6,77,2002-06-03,1,1
2002,7,93,16,16,42,0.0,0.1,0,no win conditions,32,17,2002-06-03,1,1
2002,7,128,16,38,22,0.2,0.0,2,no win conditions,28,25,2002-06-03,1,1
2002,11,47,11,13,15,0.0,0.2,0,no win conditions,11,13,2002-06-04,1,5
2002,7,123,17,41,5,0.2,0.2,1,no win conditions,17,22,2002-06-04,1,5
2002,11,17,12,65,53,0.2,0.0,2,no win conditions,54,57,2002-06-04,1,5
2002,7,58,14,28,55,0.1,0.1,1,no win conditions,17,22,2002-06-05,1,6
2002,7,60,17,57,72,0.2,0.0,2,no win conditions,46,76,2002-06-05,1,6
2002,11,139,12,76,54,0.3,0.2,2,no win conditions,62,58,2002-06-05,1,6
2002,7,123,14,10,58,0.1,0.0,2,no win conditions,8,62,2002-06-06,1,4
2002,11,26,9,20,60,0.1,0.1,1,no win conditions,17,22,2002-06-06,1,4
2002,11,17,9,27,77,0.0,0.0,1,no win conditions,17,22,2002-06-06,1,4
2002,7,128,15,2,25,0.0,0.1,0,no win conditions,20,2,2002-06-07,1,0
2002,11,54,10,67,51,0.3,0.1,2,no win conditions,56,55,2002-06-07,1,0
2002,7,60,15,68,46,0.2,0.1,2,no win conditions,57,50,2002-06-07,1,0
2002,11,130,11,8,13,0.4,0.0,2,no win conditions,6,13,2002-06-08,1,2
2002,7,58,16,38,16,0.1,0.2,0,no win conditions,12,41,2002-06-08,1,2
2002,11,26,10,64,63,0.1,0.0,2,no win conditions,53,67,2002-06-08,1,2
2002,11,52,11,15,73,0.1,0.1,1,no win conditions,17,22,2002-06-09,1,3
2002,7,156,17,41,57,0.1,0.0,2,no win conditions,31,61,2002-06-09,1,3
2002,7,114,16,42,22,0.2,0.1,2,no win conditions,32,25,2002-06-09,1,3
2002,11,26,12,65,76,0.1,0.1,1,no win conditions,17,22,2002-06-10,1,1
2002,11,54,12,54,53,0.4,0.0,2,no win conditions,43,57,2002-06-10,1,1
2002,7,160,17,72,5,0.1,0.1,1,no win conditions,17,22,2002-06-10,1,1
2002,7,40,14,10,28,0.0,0.2,0,no win conditions,23,10,2002-06-11,1,5
2002,11,52,9,20,27,0.2,0.0,2,no win conditions,16,30,2002-06-11,1,5
2002,7,156,14,58,55,0.0,0.3,0,no win conditions,44,62,2002-06-11,1,5
2002,11,139,9,60,77,0.3,0.3,1,no win conditions,17,22,2002-06-11,1,5
2002,7,98,15,46,25,0.0,0.0,1,no win conditions,17,22,2002-06-12,1,6
2002,11,130,10,63,51,0.1,0.3,0,no win conditions,39,67,2002-06-12,1,6
2002,11,27,10,64,67,0.2,0.3,0,no win conditions,56,68,2002-06-12,1,6
2002,7,114,15,68,2,0.1,0.1,1,no win conditions,17,22,2002-06-12,1,6
2002,11,139,11,15,8,0.2,0.5,0,no win conditions,6,16,2002-06-13,1,4
2002,7,156,16,22,16,0.1,0.0,2,no win conditions,19,17,2002-06-13,1,4
2002,7,160,16,42,37,0.1,0.1,1,no win conditions,17,22,2002-06-13,1,4
2002,11,131,11,73,13,0.3,0.0,2,no win conditions,60,13,2002-06-13,1,4
